p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Chr,start,end,strand,gene_anno
0.0068732768181610625,2.822373630316342,0.013,0.002,1,6,Caacu.v4.11G016040,Chr11,16945439,16951934,+,pseudo-response regulator
0.006891336165052103,3.0293390756446845,0.013,0.002,1,6,Caacu.v4.6G003360,Chr6,3220557,3221639,+,plastid transcription factor
0.006891336165052103,2.722873609790981,0.013,0.002,1,6,Caacu.v4.9G000200,Chr9,768000,772719,+,aminopeptidase M1
0.006891336165052103,2.8751219629229805,0.013,0.002,1,6,Caacu.v4.9G013230,Chr9,16670902,16675778,-,Transmembrane amino acid transporter family protein
0.006891336165052103,2.783032328101585,0.013,0.002,1,6,Caacu.v4.17G005530,Chr17,10124594,10133912,-,ubiquitin-specific protease
0.006892424314406415,2.103973753219041,0.031,0.009,1,6,Caacu.v4.13G002760,Chr13,2066814,2072824,+,Plant protein of unknown function (DUF827)
0.00690943812958859,2.5021648426530523,0.013,0.002,1,6,Caacu.v4.4G013910,Chr4,17113447,17119542,+,serine/threonine phosphatase
0.00690943812958859,2.53723444346476,0.013,0.002,1,6,Caacu.v4.5G005930,Chr5,4604563,4608667,-,NB-ARC domain-containing disease resistance protein
0.0069273882640535816,1.6303452353710386,0.031,0.009,1,6,Caacu.v4.14G013990,Chr14,15373040,15380614,+,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
0.006945770258795537,2.3252371400144765,0.013,0.002,1,6,Caacu.v4.2G008880,Chr2,7209710,7220688,-,villin-like
0.006945770258795537,2.2200684609668233,0.013,0.002,1,6,Caacu.v4.3G011700,Chr3,9848337,9856612,+,RING/U-box superfamily protein
0.006945770258795537,1.7606134149450998,0.013,0.002,1,6,Caacu.v4.16G000460,Chr16,564936,566726,+,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein
0.006945770258795537,2.3533946618632657,0.013,0.002,1,6,Caacu.v4.19G008950,Chr19,12004983,12007893,-,cysteine-rich RLK (RECEPTOR-like protein kinase)
0.006945770258795537,1.7107911181957847,0.013,0.002,1,6,Caacu.v4.20G003680,Chr20,2734663,2744252,+,"COG complex component, COG2, C-terminal domain containing protein"
0.006982273901574091,1.5176876221874531,0.013,0.002,1,6,Caacu.v4.8G004290,Chr8,5931482,5936514,+,DERLIN-1
0.007000590258599647,1.7249516448795537,0.013,0.002,1,6,Caacu.v4.1G017630,Chr1,23544435,23547386,-,conserved hypothetical protein
0.007000590258599647,2.0617396173424805,0.013,0.002,1,6,Caacu.v4.10G000790,Chr10,996190,997544,-,ELF4-like
0.007000590258599647,1.9387303637832352,0.013,0.002,1,6,Caacu.v4.15G008070,Chr15,12736237,12746339,+,Phosphatidylinositol-4-phosphate 5-kinase family protein
0.00722063783973399,3.349517083718799,0.025,0.007,1,6,Caacu.v4.20G003510,Chr20,2597291,2599100,+,HCP-like superfamily protein with MYND-type zinc finger
0.007250278218370649,1.6139536553898108,0.044,0.016,1,6,Caacu.v4.2G003100,Chr2,2263444,2265605,-,Leucine-rich repeat (LRR) family protein
0.007252850943427344,2.1463707489548387,0.025,0.007,1,6,Caacu.v4.9G011250,Chr9,15098219,15117542,-,Protein kinase superfamily protein
0.00726745667452957,2.0149405933545372,0.038,0.012,1,6,Caacu.v4.14G010000,Chr14,8678891,8681233,-,zinc finger (C2H2 type) family protein
0.0073087125591425025,0.7132307067268545,0.131,0.074,1,6,Caacu.v4.15G005870,Chr15,10502021,10505697,-,secretion-associated RAS super family
0.00733987059325358,1.2662380859290125,0.056,0.022,1,6,Caacu.v4.1G036820,Chr1,38703443,38705145,+,sequence-specific DNA binding transcription factors
0.007382996139633085,2.118967665047615,0.025,0.007,1,6,Caacu.v4.4G000720,Chr4,1709532,1717358,-,histone acetyltransferase of the CBP family
0.00741544712708379,1.5074096910915449,0.056,0.023,1,6,Caacu.v4.8G014360,Chr8,15650080,15678858,-,AAA-type ATPase family protein
0.007415858078766419,2.5849290444167914,0.025,0.007,1,6,Caacu.v4.8G015090,Chr8,16283183,16288258,-,zinc-binding in reverse transcriptase domain containing protein
0.007598038920525484,1.6070803649189478,0.044,0.016,1,6,Caacu.v4.4G014970,Chr4,18007694,18017319,-,DegP protease
0.00765322222647096,1.7982738943305951,0.038,0.013,1,6,Caacu.v4.5G004170,Chr5,3171397,3180991,+,Ras-related small GTP-binding family protein
0.0077473001644667375,1.5226884401502712,0.044,0.016,1,6,Caacu.v4.1G003390,Chr1,7332937,7334786,-,conserved hypothetical protein
0.007814924358232864,1.1692835312091334,0.013,0.008,1,6,Caacu.v4.11G003530,Chr11,4293625,4294188,+,ribosomal protein L5
0.007814924358232864,1.1692835312091334,0.013,0.008,1,6,Caacu.v4.11G003770,Chr11,4345028,4345591,+,ribosomal protein L5
0.007814924358232864,1.1692835312091334,0.013,0.008,1,6,Caacu.v4.S001830,scf_4,311880,312443,+,ribosomal protein L5
0.007962451091995369,2.727116307035366,0.019,0.003,1,6,Caacu.v4.5G013170,Chr5,11947923,11962610,-,dicer-like
0.008006272771175637,2.5304326163638082,0.019,0.004,1,6,Caacu.v4.19G005600,Chr19,9376361,9393013,-,aminoalcoholphosphotransferase
0.008009502825627374,1.3753467976785285,0.038,0.013,1,6,Caacu.v4.11G012250,Chr11,13716039,13725340,+,zinc finger (CCCH-type/C3HC4-type RING finger) family protein
0.008035606186294723,2.2712519823062167,0.019,0.004,1,6,Caacu.v4.5G009660,Chr5,7733015,7737419,+,hypothetical protein
0.00804419692602607,1.3300797857942872,0.038,0.013,1,6,Caacu.v4.2G031390,Chr2,35013066,35021228,-,Eukaryotic translation initiation factor eIF2A family protein
0.008065036273445781,2.272050199480759,0.019,0.004,1,6,Caacu.v4.6G017850,Chr6,17710688,17712337,-,hypothetical protein
0.008079784927102877,2.3788328684478506,0.019,0.003,1,6,Caacu.v4.15G001850,Chr15,3022458,3032315,+,ribosomal RNA processing
0.008079787351700677,2.1988365263898144,0.019,0.004,1,6,Caacu.v4.5G001120,Chr5,811037,817202,-,BCL-2-associated athanogene
0.008079787351700677,2.1973093797573258,0.019,0.004,1,6,Caacu.v4.7G009450,Chr7,15050884,15057030,+,anthranilate synthase
0.008116300343899126,0.9563716631314334,0.044,0.016,1,6,Caacu.v4.17G006060,Chr17,10684512,10710441,-,lycopene cyclase
0.00812418561440327,2.467751849511134,0.019,0.004,1,6,Caacu.v4.19G001960,Chr19,5156008,5169143,-,UBX domain-containing protein
0.00813903349103756,2.094072238000529,0.019,0.004,1,6,Caacu.v4.7G013530,Chr7,18450269,18459143,+,galacturonosyltransferase
0.008147839226642651,1.190464386315537,0.062,0.027,1,6,Caacu.v4.6G019060,Chr6,18857969,18863843,+,Cornichon family protein
0.008153905652174864,2.145029866401725,0.019,0.004,1,6,Caacu.v4.3G008960,Chr3,7608042,7615391,+,nicotinate/nicotinamide mononucleotide adenyltransferase
0.008153905652174864,1.8162522027758534,0.019,0.004,1,6,Caacu.v4.7G011910,Chr7,17060597,17064811,+,hypothetical protein
0.00816880213185255,2.0311011245997865,0.019,0.004,1,6,Caacu.v4.19G000260,Chr19,573799,586888,+,hypothetical protein
0.008175501574199029,1.2007251957119371,0.038,0.013,1,6,Caacu.v4.18G006180,Chr18,5099494,5122448,+,transducin family protein / WD-40 repeat family protein
0.008221544647413126,1.5238536218095922,0.062,0.027,1,6,Caacu.v4.9G015020,Chr9,17819459,17830170,+,KIX domain containing protein
0.008232255421994619,1.7962059826366927,0.031,0.01,1,6,Caacu.v4.20G011230,Chr20,12207325,12230099,+,Galactose oxidase/kelch repeat superfamily protein
0.008243650502252876,1.5653842693417748,0.019,0.004,1,6,Caacu.v4.8G002940,Chr8,3767508,3769981,-,homolog of CFIM-25
0.008288853533464226,1.684174245463629,0.019,0.004,1,6,Caacu.v4.15G008430,Chr15,13078598,13081873,+,hypothetical protein
0.008370962889540146,0.7133571525450146,0.044,0.016,1,6,Caacu.v4.4G010300,Chr4,14223562,14226041,-,hypothetical protein
0.008395276326396965,1.7082944692065674,0.031,0.01,1,6,Caacu.v4.16G007860,Chr16,7593377,7597655,+,Calcium-binding EF-hand family protein
0.008418933773112857,0.8756629708610512,0.062,0.027,1,6,Caacu.v4.7G009490,Chr7,15102183,15107809,+,non-specific phospholipase C1
0.008436612078131909,0.8832954513356545,0.088,0.043,1,6,Caacu.v4.15G010460,Chr15,14596959,14603684,-,DUF760 domain containing protein
0.008477071671346538,1.0888771672608701,0.081,0.039,1,6,Caacu.v4.8G003820,Chr8,5547079,5552089,-,N-MYC downregulated-like
0.0085768812184010591,1.516274827195183,0.031,0.01,1,6,Caacu.v4.4G006550,Chr4,10631328,10636268,+,Tetratricopeptide repeat (TPR)-like superfamily protein
0.008645223736028598,1.302734275306501,0.031,0.01,1,6,Caacu.v4.18G004750,Chr18,3985132,3987605,+,peptide met sulfoxide reductase
0.00876014236347879,2.0721586751516483,0.038,0.013,1,6,Caacu.v4.15G011590,Chr15,15420960,15431433,-,fucosyltransferase
0.008772674787044236,1.2475305509950423,0.031,0.01,1,6,Caacu.v4.18G001300,Chr18,1298507,1312572,-,conserved hypothetical protein
0.008856902170639143,1.0514659101050932,0.056,0.023,1,6,Caacu.v4.8G009050,Chr8,10633776,10645951,+,phenylalanyl-tRNA synthetase class IIc family protein
0.00891937319152468,1.5083085420429136,0.038,0.013,1,6,Caacu.v4.4G018390,Chr4,20673579,20675155,-,RNA ligase/cyclic nucleotide phosphodiesterase family protein
0.00894300632981307,1.520664899403434,0.038,0.013,1,6,Caacu.v4.11G012680,Chr11,14111021,14123303,+,Major facilitator superfamily protein
0.009148504345422706,1.3880473499871189,0.081,0.037,1,6,Caacu.v4.20G008000,Chr20,7729580,7752195,+,pfkB-like carbohydrate kinase family protein
0.009278385485869978,2.57044885697028,0.025,0.007,1,6,Caacu.v4.11G009040,Chr11,11249027,11257324,-,sphingosine kinase
0.009411030171642422,2.586577038427004,0.025,0.007,1,6,Caacu.v4.4G008450,Chr4,12659534,12665853,+,Transducin/WD40 repeat-like superfamily protein
0.009444320132349878,2.3699708255527367,0.031,0.01,1,6,Caacu.v4.12G011690,Chr12,16771698,16778522,-,MATE efflux family protein
0.009467335950234879,1.6415482337113712,0.044,0.016,1,6,Caacu.v4.4G013030,Chr4,16439932,16440919,+,phospholipase D delta
0.00953224249423791,1.3350423498930692,0.038,0.013,1,6,Caacu.v4.8G016980,Chr8,17777020,17783304,-,Pentatricopeptide repeat (PPR-like) superfamily protein
0.009558890562635662,1.938746820772073,0.025,0.007,1,6,Caacu.v4.9G003290,Chr9,7285689,7286030,-,histone acetyltransferase of the MYST family
0.009597564584052257,1.1223196505568427,0.038,0.013,1,6,Caacu.v4.8G013350,Chr8,14779374,14785415,-,Sec14p-like phosphatidylinositol transfer family protein
0.009607649482291628,0.989693890289606,0.038,0.013,1,6,Caacu.v4.18G013140,Chr18,13229591,13233664,-,hypothetical protein
0.00971472801824527,1.4068172482184391,0.05,0.02,1,6,Caacu.v4.3G001910,Chr3,1676443,1687362,+,XB3 ortholog 2 in Arabidopsis thaliana
0.009736302690559851,1.624543437302238,0.025,0.007,1,6,Caacu.v4.2G001700,Chr2,1189405,1197854,+,WD40/YVTN repeat-like-containing domain;Bromodomain
0.00980763980099422,1.2424840587621908,0.069,0.032,1,6,Caacu.v4.13G005130,Chr13,4120888,4132530,-,phosphoglucose isomerase
0.009826987293281799,1.3454462718844151,0.05,0.02,1,6,Caacu.v4.21G005310,Chr21,7366773,7373187,-,Protein of unknown function (DUF789)
0.00988353731905421,0.69268364861385745,0.038,0.013,1,6,Caacu.v4.14G009850,Chr14,8292428,8322650,-,MIRO-related GTP-ase
0.009928330646873783,0.5312873311032774,0.094,0.047,1,6,Caacu.v4.8G015450,Chr8,16585878,16592788,-,Serinc-domain containing serine and sphingolipid biosynthesis protein
0.009969960870335522,1.5176984376210272,0.019,0.005,1,6,Caacu.v4.10G005970,Chr10,6393510,6394752,+,O-acetyltransferase family protein
6.369756117220183e-208,5.769562918181128,0.487,0.012,1.4767642582163272e-203,7,Caacu.v4.11G010040,Chr11,11988522,11990403,-,cysteine-rich RLK (RECEPTOR-like protein kinase)
6.369756117220183e-208,5.769562918181128,0.487,0.012,1.4767642582163272e-203,7,Caacu.v4.11G010080,Chr11,12011019,12013023,-,cysteine-rich RLK (RECEPTOR-like protein kinase)
8.7997416581481e-149,6.551082048690926,0.354,0.009,2.0401321060250553e-144,7,Caacu.v4.2G017930,Chr2,23859567,23865342,-,mitochondrial acyl carrier protein
3.0236535763868807e-146,5.987013752277408,0.354,0.01,7.010038451495344e-142,7,Caacu.v4.2G000060,Chr2,35283,41192,-,mitochondrial acyl carrier protein
2.366339890275277e-55,5.898992409216509,0.186,0.003,5.486122401614203e-51,7,Caacu.v4.11G003530,Chr11,4293625,4294188,+,ribosomal protein L5
2.366339890275277e-55,5.898992409216509,0.186,0.003,5.486122401614203e-51,7,Caacu.v4.11G003770,Chr11,4345028,4345591,+,ribosomal protein L5
2.366339890275277e-55,5.898992409216509,0.186,0.003,5.486122401614203e-51,7,Caacu.v4.S001830,scf_4,311880,312443,+,ribosomal protein L5
7.349483548837775e-11,2.3383619249624594,0.106,0.018,1.7039042659625498e-6,7,Caacu.v4.10G004520,Chr10,4534889,4536904,+,fatty acid desaturase A
7.42289667754071e-11,6.465694641389289,0.018,0,1.7209243657210384e-6,7,Caacu.v4.6G007720,Chr6,6790179,6791137,-,TCP family transcription factor 
7.511643455713944e-11,4.4777823655229145,0.018,0,1.7414994187727208e-6,7,Caacu.v4.15G005050,Chr15,9812780,9815138,-,Probable methyltransferase PMT18
1.7498459929468588e-10,1.2713069109897774,0.319,0.135,4.056842950047997e-6,7,Caacu.v4.4G004240,Chr4,7700816,7714503,+,"ATP synthase epsilon chain, mitochondrial"
5.065479416448081e-10,3.931683228025587,0.035,0.002,1.1743807479093231e-5,7,Caacu.v4.20G007760,Chr20,7386647,7401166,-,GroES-like zinc-binding dehydrogenase family protein
5.2116769850892e-10,3.644592026523105,0.035,0.002,1.2082751922230801e-5,7,Caacu.v4.12G002230,Chr12,1998257,2004563,-,peptide deformylase 1B
2.7264355290089546e-9,2.2747613528603625,0.142,0.034,6.320968130454361e-5,7,Caacu.v4.3G010250,Chr3,8573294,8583417,-,DUF4477 domain containing protein
3.9718796203544255e-9,2.3344010765552166,0.08,0.012,9.2084057118297e-5,7,Caacu.v4.2G002250,Chr2,1601938,1605463,+,alpha/beta-Hydrolases superfamily protein
1.567996940729704e-8,2.950383239397116,0.035,0.003,3.6352441073877453e-4,7,Caacu.v4.4G018690,Chr4,20923782,20933510,+,Protein kinase superfamily protein
1.575567789037642e-8,3.068115245767003,0.035,0.003,3.652796362104869e-4,7,Caacu.v4.2G006960,Chr2,5337007,5338737,+,conserved hypothetical protein
1.7053992378991044e-8,1.9951452606876106,0.018,0.004,3.9537975931452836e-4,7,Caacu.v4.11G010090,Chr11,12016966,12022165,-,cysteine-rich RLK (RECEPTOR-like protein kinase)
1.7053992378991044e-8,1.9951452606876106,0.018,0.004,3.9537975931452836e-4,7,Caacu.v4.11G010130,Chr11,12039526,12044725,-,cysteine-rich RLK (RECEPTOR-like protein kinase)
2.427328023754469e-8,2.188040959528257,0.15,0.041,5.627517290272362e-4,7,Caacu.v4.10G015110,Chr10,17736940,17738803,-,metallothionein
2.7617344260935897e-8,10.619931710942492,0.018,0,6.402805093455379e-4,7,Caacu.v4.5G008300,Chr5,6406832,6412556,-,Protein kinase superfamily protein
2.7617359344168128e-8,5.968674855500129,0.018,0.001,6.402808590351939e-4,7,Caacu.v4.20G006110,Chr20,4861736,4871158,+,ABC2 homolog
2.7862898115127643e-8,5.399753252917192,0.018,0.001,6.459734299011193e-4,7,Caacu.v4.6G003120,Chr6,2949836,2955363,+,TSL-kinase interacting protein
2.8110554552460544e-8,5.257266401159363,0.018,0.001,6.517150967442453e-4,7,Caacu.v4.8G015910,Chr8,16983387,16985387,+,PPPDE putative thiol peptidase family protein
2.8360346323020748e-8,4.0801032505700014,0.018,0.001,6.57506269152913e-4,7,Caacu.v4.3G001710,Chr3,1514902,1516385,+,hypothetical protein
2.8612291235735885e-8,3.148283600598565,0.018,0.001,6.633473600093008e-4,7,Caacu.v4.3G019280,Chr3,22388927,22389388,+,tubulin beta
2.8612291235735885e-8,4.32670528533436,0.018,0.001,6.633473600093008e-4,7,Caacu.v4.4G001120,Chr4,2340978,2343265,-,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
4.759466186909443e-8,2.7950082853639535,0.062,0.009,0.0011034346407730851,7,Caacu.v4.20G005840,Chr20,4609517,4617188,-,Major facilitator superfamily protein
5.8484031782816034e-8,3.3382608463371435,0.035,0.003,0.001355893792852807,7,Caacu.v4.9G000380,Chr9,1122750,1133403,-,Queuine tRNA-ribosyltransferase domain containing protein
6.007494964592623e-8,3.0372059410149457,0.035,0.003,0.0013927776325911537,7,Caacu.v4.8G016320,Chr8,17273039,17275755,+,fatty acid desaturase
6.061451410327692e-8,2.601832940130599,0.035,0.003,0.001405286894970372,7,Caacu.v4.13G000360,Chr13,311127,312650,-,Putative lysine decarboxylase family protein
7.328721705331709e-8,3.9063146647328426,0.027,0.002,0.0016990908401641033,7,Caacu.v4.5G009570,Chr5,7678443,7683211,-,"Protein NUCLEAR FUSION DEFECTIVE 6, chloroplastic/mitochondrial"
7.498640054286123e-8,3.464396504525716,0.027,0.002,0.001738484710185695,7,Caacu.v4.9G001060,Chr9,3850560,3850922,+,hypothetical protein
7.541712194953143e-8,3.628155031030706,0.027,0.002,0.0017484705552779367,7,Caacu.v4.4G009540,Chr4,13623765,13626040,+,Tetratricopeptide repeat (TPR)-like superfamily protein
7.988560372914169e-8,1.8221924920993162,0.106,0.024,0.001852067836856421,7,Caacu.v4.4G015780,Chr4,18676680,18678110,-,allene oxide cyclase
8.18149530794357e-8,1.4278664413254507,0.088,0.033,0.0018967978721936372,7,Caacu.v4.15G005230,Chr15,9948861,9955244,-,hypothetical protein
9.476767720526315e-8,3.5260731698956964,0.044,0.005,0.002197093828326821,7,Caacu.v4.9G010760,Chr9,14743902,14747735,-,Serine protease inhibitor (SERPIN) family protein
1.02445612106084e-7,0.7440696711838317,0.522,0.27,0.0023750990710674517,7,Caacu.v4.2G026800,Chr2,31179174,31180834,-,Chlorophyll A-B binding family protein
1.802120584743443e-7,2.807512504156631,0.08,0.015,0.0041780363636691985,7,Caacu.v4.14G003610,Chr14,2435001,2443877,-,DNA-directed RNA polymerase family protein
2.0886871341172814e-7,3.4866930566571708,0.044,0.005,0.004842412251737505,7,Caacu.v4.21G008670,Chr21,10227909,10234089,-,Protein kinase superfamily protein
2.739714126203017e-7,2.058688274544393,0.08,0.015,0.006351753230189075,7,Caacu.v4.18G013030,Chr18,13106057,13135180,+,Alanyl-tRNA synthetase
3.560635455501636e-7,3.319791975953202,0.053,0.008,0.008254977240034992,7,Caacu.v4.1G031550,Chr1,34851349,34854794,-,hypothetical protein
4.2928892567855944e-7,4.184020224854036,0.027,0.002,0.009952634452931722,7,Caacu.v4.1G010210,Chr1,16723660,16732236,-,RNApolymerase sigma-subunit C
5.125526194531226e-7,0.6630687450247699,0.726,0.496,0.011883019929401195,7,Caacu.v4.5G012180,Chr5,10478646,10480464,+,light-harvesting chlorophyll-protein complex II subunit B1
5.377713957107711e-7,3.1557911305370703,0.035,0.004,0.012467692038158519,7,Caacu.v4.9G004040,Chr9,8200131,8201888,+,Adenine nucleotide alpha hydrolases-like superfamily protein
5.637506852650613e-7,2.6652994087281714,0.08,0.016,0.013069995887185182,7,Caacu.v4.1G028580,Chr1,32639597,32642454,+,Chalcone and stilbene synthase family protein
5.882259805556061e-7,1.632837018436271,0.035,0.004,0.013637431133201173,7,Caacu.v4.14G012440,Chr14,13503518,13509827,+,zinc knuckle (CCHC-type) family protein
6.1941066201441415e-07,2.6360219686245507,0.071,0.013,0.014360416788142177,7,Caacu.v4.21G010390,Chr21,11583987,11587992,+,ADP-ribosylation factor A1E
9.077875547340989e-7,1.42946340613921,0.124,0.053,0.021046146668955348,7,Caacu.v4.4G004280,Chr4,7830847,7836384,+,"ATP synthase epsilon chain, mitochondrial"
1.012996441990238e-6,4.6954481476457595,0.018,0.001,0.023485309511101678,7,Caacu.v4.16G007660,Chr16,7321694,7324860,-,Glycosyltransferase family 61 protein
1.015728064251701e-6,1.203976754569122,0.027,0.005,0.023548639441611435,7,Caacu.v4.11G006300,Chr11,8328045,8330893,+,eukaryotic translation initiation factor 4E
1.0273255763855765e-6,3.858258988890172,0.018,0.001,0.023817516162923207,7,Caacu.v4.11G008310,Chr11,10592494,10595176,-,Concanavalin A-like lectin protein kinase family protein
1.0481683964747921e-6,1.947689409752964,0.106,0.027,0.02430073610387158,7,Caacu.v4.11G013220,Chr11,14518510,14523708,-,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
1.3177576160345019e-6,3.387880309253057,0.035,0.004,0.03055089257014389,7,Caacu.v4.13G011630,Chr13,12606100,12607998,+,conserved hypothetical protein
1.3471008517456603e-6,3.2024009168608103,0.035,0.004,0.031231186146871388,7,Caacu.v4.2G016140,Chr2,21962215,21964245,-,calcium exchanger
1.7125860841747042e-6,2.959545107439709,0.044,0.006,0.03970459577550634,7,Caacu.v4.6G015960,Chr6,15742433,15744443,+,UDP-glucosyl transferase 85A2
1.925142471960982e-6,2.8386900951617253,0.027,0.002,0.04463250306994341,7,Caacu.v4.3G015310,Chr3,13802241,13810743,+,DNA repair metallo-beta-lactamase family protein
1.9340654091071256e-6,2.531952407152354,0.027,0.002,0.0448393724447396,7,Caacu.v4.4G006820,Chr4,10951025,10954967,+,conserved hypothetical protein
2.0316616884466035e-6,1.6014217392766639,0.053,0.008,0.04710204458494606,7,Caacu.v4.4G016600,Chr4,19277994,19283053,-,Bromodomain transcription factor
2.103532205672382e-6,0.9953371632573813,0.283,0.126,0.048768290656308506,7,Caacu.v4.6G015600,Chr6,15312305,15315339,+,Ribosomal protein L10 family protein
2.141711333150867e-6,1.1316585676256703,0.186,0.067,0.04965343554776969,7,Caacu.v4.19G008880,Chr19,11962915,11965991,+,Plant protein 1589 of unknown function (A_thal_3526) domain containing protein
2.2725608709698262e-06,1.3466671104411518,0.159,0.053,0.05268705123256445,7,Caacu.v4.2G002460,Chr2,1752068,1758292,+,HSP20-like chaperones superfamily protein
3.076281620806143e-6,3.319941562636551,0.035,0.004,0.07132051309676962,7,Caacu.v4.14G013260,Chr14,14537107,14545061,+,Transducin/WD40 repeat-like superfamily protein
3.129900436374349e-6,3.0162863590772355,0.035,0.004,0.07256361171690291,7,Caacu.v4.9G001280,Chr9,4286467,4310841,+,MUTL-homologue
3.299217503917388e-6,0.5563953587115509,0.478,0.274,0.07648905861082073,7,Caacu.v4.9G005680,Chr9,10096332,10098164,+,hypothetical protein
3.624852436512494e-6,2.305833182230679,0.062,0.011,0.08403857888810566,7,Caacu.v4.20G007650,Chr20,7157872,7178494,+,alpha/beta-Hydrolases superfamily protein
5.052558846598053e-6,0.9962473320717903,0.15,0.05,0.11713852429952927,7,Caacu.v4.10G003450,Chr10,3463090,3463782,+,conserved hypothetical protein
5.666736271486409e-6,2.1232669518981995,0.044,0.006,0.1313776137181409,7,Caacu.v4.16G011290,Chr16,11520698,11523698,+,Thiamine pyrophosphate dependent pyruvate decarboxylase family protein
5.6822621425699345e-6,0.5096134141596123,0.142,0.082,0.13173756551334137,7,Caacu.v4.9G005690,Chr9,10100708,10102198,+,hypothetical protein
6.425057159307136e-6,1.417392880323752,0.08,0.018,0.14895852518137664,7,Caacu.v4.1G008100,Chr1,14545207,14553815,+,KNOTTED1-like homeobox gene
6.431899822297108e-6,3.5169127370619035,0.027,0.002,0.14911716548013615,7,Caacu.v4.5G006410,Chr5,4953546,4958651,-,Alkaline phytoceramidase (aPHC)
6.486323062392241e-6,3.3453257381024963,0.027,0.002,0.15037891387850172,7,Caacu.v4.7G013360,Chr7,18307590,18331578,-,Myosin family protein with Dil domain
6.638267261896099e-6,2.815686178918427,0.027,0.002,0.15390158819979916,7,Caacu.v4.1G019760,Chr1,25311145,25312140,+,conserved hypothetical protein
6.863282831756135e-6,1.9304847667666536,0.035,0.004,0.15911834917143425,7,Caacu.v4.14G012970,Chr14,14189108,14197811,+,Protein prenylyltransferase superfamily protein
7.5877547549540085e-6,2.1907617316954475,0.08,0.019,0.17591450623885374,7,Caacu.v4.1G032870,Chr1,35793264,35801524,-,Pyruvate kinase family protein
7.972886349343079e-6,2.1297168356981806,0.071,0.015,0.18484339712316994,7,Caacu.v4.13G001890,Chr13,1427616,1431970,+,"Outer envelope pore protein 24, chloroplastic"
9.571335984539014e-6,2.329187923628765,0.053,0.009,0.2219018534655525,7,Caacu.v4.7G002930,Chr7,7765279,7798956,+,molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)
9.679529274886578e-6,2.2457696275703016,0.053,0.009,0.2244102067089704,7,Caacu.v4.1G038320,Chr1,39940454,39945465,-,Pentatricopeptide repeat (PPR) superfamily protein
1.0955188172428004e-5,7.126396085005684,0.018,0,0.2539850825895708,7,Caacu.v4.20G006740,Chr20,5514837,5520144,+,hypothetical protein
1.1212901182790467e-5,3.3981793375792515,0.018,0.001,0.2599599010218142,7,Caacu.v4.5G010860,Chr5,8883229,8886428,+,RING/FYVE/PHD zinc finger superfamily protein
1.1278225429466948e-5,2.009400097574058,0.018,0.001,0.26147437835676174,7,Caacu.v4.9G005430,Chr9,9844298,9847042,-,Glycolipid transfer protein (GLTP) family protein
1.1343912885534306e-5,3.306357924233728,0.018,0.001,0.26299727633822734,7,Caacu.v4.1G004450,Chr1,8718236,8718875,-,hypothetical protein
1.1343912885534306e-5,3.8076077435888287,0.018,0.001,0.26299727633822734,7,Caacu.v4.15G006510,Chr15,11124754,11126970,-,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
1.1343912885534306e-5,3.2441649624102173,0.018,0.001,0.26299727633822734,7,Caacu.v4.21G006970,Chr21,8948081,8950308,+,UDP-Glycosyltransferase superfamily protein
1.1476385091966616e-5,2.512783794725278,0.018,0.001,0.26606851197215403,7,Caacu.v4.15G004430,Chr15,9142738,9144255,+,Protein of unknown function (DUF3049)
1.1680534476157019e-5,0.6986023028264707,0.487,0.291,0.27080151129522434,7,Caacu.v4.2G007140,Chr2,5502559,5503778,-,photosystem I subunit l
1.184126453260622e-5,1.2705040621393522,0.133,0.043,0.27452787692394265,7,Caacu.v4.7G005730,Chr7,11667061,11677513,+,ribosomal protein L9
1.1932929018526757e-5,1.1847058661649774,0.071,0.016,0.27665302636552436,7,Caacu.v4.9G000820,Chr9,3209768,3232114,+,G-protein-coupled receptor
1.239717088835531e-5,0.4415909919043939,0.54,0.316,0.28741600987562954,7,Caacu.v4.17G004860,Chr17,9179331,9180373,-,Kunitz family trypsin and protease inhibitor protein
1.259036206241826e-5,1.3869379970222875,0.124,0.039,0.2918949540551049,7,Caacu.v4.14G013950,Chr14,15339440,15346849,-,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
1.2783915889426325e-5,1.1323908720366826,0.221,0.095,0.29638230598045995,7,Caacu.v4.12G004560,Chr12,5879089,5882898,-,actin
1.385291287229124e-5,2.6221112892149803,0.044,0.007,0.3211659320312001,7,Caacu.v4.14G002620,Chr14,1838990,1848234,+,RING/U-box superfamily protein
1.6275931189769857e-5,0.657074370672865,0.195,0.076,0.3773411887036244,7,Caacu.v4.14G004250,Chr14,2930237,2931963,-,hypothetical protein
1.6784646306381467e-5,1.3840744480419298,0.097,0.027,0.38913523996714794,7,Caacu.v4.8G009200,Chr8,10790699,10794212,+,hypothetical protein
