A.thaliana	G.sempervirens	C.roseus
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		CRO_04G025510.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62570.2	Gelse_mpi.v2.2_MPIG031150.1	CRO_04G025530.3
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031160.1	CRO_04G025540.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031170.1	
		
		
		
		
		
		CRO_04G025550.1
		
		
	Gelse_mpi.v2.2_MPIG031180.1	
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031190.1	CRO_04G025560.2
		
		
	Gelse_mpi.v2.2_MPIG031200.3	
		
		
	Gelse_mpi.v2.2_MPIG031210.1	
		
	Gelse_mpi.v2.2_MPIG031220.3	
		
	Gelse_mpi.v2.2_MPIG031230.1	CRO_04G025570.3
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G50110.1	Gelse_mpi.v2.2_MPIG031250.1	CRO_04G025590.1
		
		
		
		
		
		
AT5G50120.1	Gelse_mpi.v2.2_MPIG031260.2	CRO_04G025600.1
		
		
	Gelse_mpi.v2.2_MPIG031270.1	
		
		
		
		
	Gelse_mpi.v2.2_MPIG031290.3	CRO_04G025610.1
		
		
		
		
		
		
AT1G74920.1	Gelse_mpi.v2.2_MPIG031310.2	
		
		
	Gelse_mpi.v2.2_MPIG031320.1	
AT3G48170.1		
		
		
		
AT1G74910.1	Gelse_mpi.v2.2_MPIG031330.1	CRO_04G025620.1
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031350.1	
		
		
		
		
		
		
		
AT5G49970.1	Gelse_mpi.v2.2_MPIG031340.1	CRO_04G025630.1
AT3G48160.2	Gelse_mpi.v2.2_MPIG031370.1	CRO_04G025650.1
		
		
		
		
		CRO_04G025660.1
		
		
		
		
		
		
		
		
		
		
		
		
		
AT1G74900.1	Gelse_mpi.v2.2_MPIG031380.3	CRO_04G025670.1
		
		
		
		
AT3G48150.1	Gelse_mpi.v2.2_MPIG031390.2	CRO_04G025680.1
		
		
AT3G48140.1	Gelse_mpi.v2.2_MPIG031400.1	CRO_04G025690.1
		
		
		
AT3G48131.1		
		
		
		
		
		
		
		
AT3G48120.1	Gelse_mpi.v2.2_MPIG031410.3	CRO_04G025700.1
	Gelse_mpi.v2.2_MPIG031420.3	
		
	Gelse_mpi.v2.2_MPIG031430.1	
		
AT3G48110.1		
		
		
		
	Gelse_mpi.v2.2_MPIG031440.4	
		
AT3G48100.1	Gelse_mpi.v2.2_MPIG031460.1	CRO_04G025710.2
AT1G19050.1	Gelse_mpi.v2.2_MPIG031460.1	CRO_04G025710.2
AT5G62920.1	Gelse_mpi.v2.2_MPIG031460.1	CRO_04G025710.2
AT1G74890.1	Gelse_mpi.v2.2_MPIG031460.1	CRO_04G025710.2
		
		
	Gelse_mpi.v2.2_MPIG031470.1	CRO_04G025720.1
		
AT1G74880.1		
AT3G48080.1	Gelse_mpi.v2.2_MPIG031480.1	CRO_04G025730.2
	Gelse_mpi.v2.2_MPIG031490.1	
	Gelse_mpi.v2.2_MPIG031500.1	
AT1G74875.1		
AT3G48070.2	Gelse_mpi.v2.2_MPIG031510.1	CRO_04G025740.3
AT5G62910.1	Gelse_mpi.v2.2_MPIG031510.1	CRO_04G025740.3
AT1G74870.1	Gelse_mpi.v2.2_MPIG031510.1	CRO_04G025740.3
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62580.1	Gelse_mpi.v2.2_MPIG031520.1	CRO_04G025750.3
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		CRO_04G025760.3
	Gelse_mpi.v2.2_MPIG031530.1	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT1G19010.1	Gelse_mpi.v2.2_MPIG031540.1	CRO_04G025770.4
AT1G74860.1	Gelse_mpi.v2.2_MPIG031540.1	CRO_04G025770.4
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031560.1	
	Gelse_mpi.v2.2_MPIG029680.1	
		CRO_04G025780.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031570.1	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031580.8	CRO_04G025790.1
		
		
		
		
		
		
		CRO_04G025800.1
		
		
		
		
		
		
		
		
		
		
		CRO_04G025830.1
		
		
		
		
		
AT1G74850.1	Gelse_mpi.v2.2_MPIG031590.4	CRO_04G025840.4
		
		
		
		
		
		
		
		
		
AT1G19000.1	Gelse_mpi.v2.2_MPIG031600.1	CRO_04G025850.1
AT1G74840.1	Gelse_mpi.v2.2_MPIG031600.1	CRO_04G025850.1
		
		
		
		
		
		
		
		
		CRO_04G025860.1
		
	Gelse_mpi.v2.2_MPIG031610.1	CRO_04G025870.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62600.1	Gelse_mpi.v2.2_MPIG031620.2	CRO_04G025880.1
		
		
		CRO_04G025890.1
		
		
		
	Gelse_mpi.v2.2_MPIG031630.1	CRO_04G025900.1
		
AT1G18990.1	Gelse_mpi.v2.2_MPIG031640.1	CRO_04G025910.1
AT1G74830.1	Gelse_mpi.v2.2_MPIG031640.1	CRO_04G025910.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031650.2	CRO_04G025920.1
		
		
		
		
		
		
		
		
		
AT1G18970.1	Gelse_mpi.v2.2_MPIG031720.1	CRO_04G025930.1
AT1G74820.1	Gelse_mpi.v2.2_MPIG031720.1	CRO_04G025930.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031770.1	
		
		
		
	Gelse_mpi.v2.2_MPIG031790.2	
		
	Gelse_mpi.v2.2_MPIG031800.1	
		
		
		
	Gelse_mpi.v2.2_MPIG031830.1	
		
AT5G62610.1	Gelse_mpi.v2.2_MPIG031850.1	CRO_04G025950.2
		
		
		
		
		
		
		
		
		
		
AT3G47850.1	Gelse_mpi.v2.2_MPIG031870.4	CRO_04G025970.4
		
	Gelse_mpi.v2.2_MPIG031860.1	CRO_04G025960.2
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT1G18960.1	Gelse_mpi.v2.2_MPIG031880.1	CRO_04G025980.1
		
		
		
AT1G74810.1		
		CRO_04G025990.1
		
		
		
		
		
		
		
		
		
		
		
AT5G62620.1	Gelse_mpi.v2.2_MPIG031890.2	CRO_04G026000.4
AT1G74800.1	Gelse_mpi.v2.2_MPIG031890.2	CRO_04G026000.4
		
		CRO_04G026010.1
		CRO_04G026020.1
		
	Gelse_mpi.v2.2_MPIG031900.1	
		
AT5G62623.1		
		
		CRO_04G026030.1
		
		
		
		
AT1G18950.1	Gelse_mpi.v2.2_MPIG031920.1	CRO_04G026050.1
		
		
		
		
		
		
		
		
AT5G62630.1	Gelse_mpi.v2.2_MPIG031930.1	CRO_04G026080.3
AT1G74790.1	Gelse_mpi.v2.2_MPIG031930.1	CRO_04G026080.3
		
		CRO_04G026070.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		CRO_04G026090.3
		
		
		
		
		
		
AT3G47860.1		
		
		
		
		
		CRO_04G026100.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62640.3	Gelse_mpi.v2.2_MPIG031950.1	CRO_04G026110.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG031960.2	
	Gelse_mpi.v2.2_MPIG031940.1	CRO_04G026120.1
		
		
		
		
		
		
		
AT1G18940.1	Gelse_mpi.v2.2_MPIG031970.1	CRO_04G026130.3
AT1G74780.1	Gelse_mpi.v2.2_MPIG031970.1	CRO_04G026130.3
		
		
AT1G18910.1	Gelse_mpi.v2.2_MPIG031980.1	CRO_04G026140.1
AT1G74770.1	Gelse_mpi.v2.2_MPIG031980.1	CRO_04G026140.1
		CRO_04G026150.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62650.1		
		
		CRO_04G026180.1
		
		
		
		
		
		
		
		CRO_04G026190.1
		
		
		
		
		
		
		CRO_04G026210.1
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032000.1	
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032010.1	
		
		
		CRO_04G026250.1
		
		
		
		
		
		
		
		
		
AT3G47910.2	Gelse_mpi.v2.2_MPIG032020.2	CRO_04G026260.1
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032030.2	CRO_04G026270.1
		
AT1G18900.3	Gelse_mpi.v2.2_MPIG032040.2	CRO_04G026280.2
AT1G74750.1	Gelse_mpi.v2.2_MPIG032040.2	CRO_04G026280.2
		
		
	Gelse_mpi.v2.2_MPIG032050.1	
		
		
		
		
AT1G18890.1	Gelse_mpi.v2.2_MPIG032060.1	CRO_04G026290.1
AT1G74740.1	Gelse_mpi.v2.2_MPIG032060.1	CRO_04G026290.1
		
AT3G47930.1		
		
		
		
	Gelse_mpi.v2.2_MPIG032080.1	
		
		
	Gelse_mpi.v2.2_MPIG032070.6	CRO_04G026300.2
		
AT3G47870.1	Gelse_mpi.v2.2_MPIG031990.1	CRO_04G026220.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032110.1	
AT3G47940.1		CRO_04G026310.4
		
	Gelse_mpi.v2.2_MPIG032120.1	
		
	Gelse_mpi.v2.2_MPIG032130.1	
		
		
		
AT3G47950.1	Gelse_mpi.v2.2_MPIG032140.1	CRO_04G026320.1
AT5G62670.1	Gelse_mpi.v2.2_MPIG032140.1	CRO_04G026320.1
		
		
		
	Gelse_mpi.v2.2_MPIG032160.1	
		
	Gelse_mpi.v2.2_MPIG032170.1	
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032200.1	
		
		
		
		
		
		CRO_04G026350.1
		
		
		
		
AT3G47960.1	Gelse_mpi.v2.2_MPIG032250.2	CRO_04G026360.2
AT1G18880.1	Gelse_mpi.v2.2_MPIG032250.2	CRO_04G026360.2
AT5G62680.1	Gelse_mpi.v2.2_MPIG032250.2	CRO_04G026360.2
		
		
		
	Gelse_mpi.v2.2_MPIG032230.1	CRO_04G026370.1
		
		
		
		
		
		
		
		
		
		
		
		
AT5G62690.1		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032290.1	CRO_04G026400.1
		
		
	Gelse_mpi.v2.2_MPIG032310.1	
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032340.1	
		
		
		
		
		
AT5G62710.1	Gelse_mpi.v2.2_MPIG032370.1	CRO_04G026410.1
		
		
AT3G47965.1		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032410.1	CRO_04G026440.1
		
		
		
		
	Gelse_mpi.v2.2_MPIG032430.1	
		
		
	Gelse_mpi.v2.2_MPIG032440.1	
AT1G18871.1		
		
		
		
		
		
AT3G47980.1	Gelse_mpi.v2.2_MPIG032460.2	CRO_04G026470.1
AT5G62720.1	Gelse_mpi.v2.2_MPIG032460.2	CRO_04G026470.1
		
		
		
	Gelse_mpi.v2.2_MPIG032470.3	CRO_04G026480.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032480.4	CRO_04G026490.1
		
		
AT5G62730.1		
		
	Gelse_mpi.v2.2_MPIG032490.1	CRO_04G026500.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032500.1	
		CRO_04G026510.1
		
		
		
AT1G74730.1	Gelse_mpi.v2.2_MPIG032510.1	CRO_04G026520.1
		
		
		
		
		
		
		
AT5G62740.1	Gelse_mpi.v2.2_MPIG032520.1	CRO_04G026530.2
		
		
		
		
		CRO_04G026540.1
		
		
		
		
AT5G62750.1	Gelse_mpi.v2.2_MPIG032530.1	CRO_04G026550.1
		
AT1G74720.1	Gelse_mpi.v2.2_MPIG032540.1	CRO_04G026560.2
		
		
		
		
	Gelse_mpi.v2.2_MPIG032550.2	CRO_04G026570.2
		CRO_04G026580.1
		
	Gelse_mpi.v2.2_MPIG030620.1,Gelse_mpi.v2.2_MPIG032560.1	CRO_04G026590.1
		
AT1G18870.1	Gelse_mpi.v2.2_MPIG032570.1	CRO_04G026600.1
AT1G74710.2	Gelse_mpi.v2.2_MPIG032570.1	CRO_04G026600.1
		
		
AT5G62760.1	Gelse_mpi.v2.2_MPIG032580.1	CRO_04G026610.2
		CRO_04G026620.1
	Gelse_mpi.v2.2_MPIG032940.1	CRO_04G026660.1
		CRO_04G026670.1
		
		
		
AT3G47670.1	Gelse_mpi.v2.2_MPIG032920.1	CRO_04G026680.1
		
		
		
AT3G47710.1	Gelse_mpi.v2.2_MPIG032900.1	CRO_04G026690.1
		
		
		
		
		
AT1G74510.2	Gelse_mpi.v2.2_MPIG032880.3	
		
		CRO_04G026710.1
		
		
		
		
		
		
		
AT1G74500.1		CRO_04G026720.1
		
AT3G47810.2	Gelse_mpi.v2.2_MPIG032860.2	CRO_04G026730.1
		
		
		
	Gelse_mpi.v2.2_MPIG032870.1	CRO_04G026740.1
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG032850.1	CRO_04G026750.1
		
		
AT1G18850.1	Gelse_mpi.v2.2_MPIG032660.1	
		
		
AT3G47770.1	Gelse_mpi.v2.2_MPIG032790.1	CRO_04G026760.2
AT5G61700.1	Gelse_mpi.v2.2_MPIG032790.1	CRO_04G026760.2
AT3G47800.1	Gelse_mpi.v2.2_MPIG032830.1	
		
		
		
		
		
		
		
AT3G47730.1	Gelse_mpi.v2.2_MPIG032800.2	CRO_04G026790.1
AT5G61730.1	Gelse_mpi.v2.2_MPIG032800.2	CRO_04G026790.1
		
		
		CRO_04G026800.1
		
	Gelse_mpi.v2.2_MPIG032760.1	
		
		
		
AT5G62550.1	Gelse_mpi.v2.2_MPIG032730.3	CRO_04G026810.3
		
	Gelse_mpi.v2.2_MPIG032750.1	
		
		
	Gelse_mpi.v2.2_MPIG032620.1	CRO_04G026820.1
AT1G74700.1	Gelse_mpi.v2.2_MPIG032680.1	
		
	Gelse_mpi.v2.2_MPIG032720.1	
		
AT1G18860.1	Gelse_mpi.v2.2_MPIG032710.2	CRO_04G026830.1
	Gelse_mpi.v2.2_MPIG032690.1	
		
		
		
		
		
		
		
		
AT5G62530.1	Gelse_mpi.v2.2_MPIG032700.1	CRO_04G026840.1
AT3G47720.1		
		CRO_04G026850.1
		
AT1G18840.1		
AT1G74690.1		
		CRO_04G026860.1
		CRO_04G026880.1
		CRO_04G025030.1,CRO_04G026890.1
		
		CRO_04G026900.1
		CRO_04G026930.1
		CRO_04G026940.1
AT3G47700.1	Gelse_mpi.v2.2_MPIG032890.2	
		CRO_04G026950.1
	Gelse_mpi.v2.2_MPIG032950.1	CRO_04G026960.1
		
		
		
		
		
		
		
		
		
AT3G47690.1	Gelse_mpi.v2.2_MPIG032960.1	CRO_04G027000.4
AT5G62500.1	Gelse_mpi.v2.2_MPIG032960.1	CRO_04G027000.4
		
AT3G47680.1		
		
AT3G47675.1		
	Gelse_mpi.v2.2_MPIG032970.1	CRO_04G027010.2
		
		
		
		
		
		
		
		
AT3G47660.1		
AT1G74520.1	Gelse_mpi.v2.2_MPIG032980.1	CRO_04G027020.1
AT3G47650.1		
AT3G47640.1	Gelse_mpi.v2.2_MPIG032990.6	CRO_04G027030.5
AT1G74530.3	Gelse_mpi.v2.2_MPIG033010.3	CRO_04G027040.1
	Gelse_mpi.v2.2_MPIG033000.1	
		
		
		
		
	Gelse_mpi.v2.2_MPIG033020.1	CRO_04G027050.1
AT1G18830.1		
		
		
		
		
		
		
		
		
		
		
		
		
		CRO_04G027060.1
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033040.1	CRO_04G027070.1
		
		
		
		CRO_04G027080.1
AT1G74540.1		
AT3G47630.2		
		CRO_04G027090.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033080.1	
		
		
		CRO_04G027130.3
		
		
AT1G18800.1	Gelse_mpi.v2.2_MPIG033050.1	CRO_04G027140.1
AT1G74560.3	Gelse_mpi.v2.2_MPIG033050.1	CRO_04G027140.1
		
		
		
		
AT3G47620.1		
AT1G18810.1	Gelse_mpi.v2.2_MPIG033060.1	CRO_04G027150.1
		
		
	Gelse_mpi.v2.2_MPIG033070.2	CRO_04G027160.3
		
		CRO_04G027170.2
		
		CRO_04G027190.1
		
		
		
AT3G47610.1	Gelse_mpi.v2.2_MPIG033090.1	CRO_04G027210.2
		
		
AT1G74580.1	Gelse_mpi.v2.2_MPIG033100.1	CRO_04G027220.3
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033120.1	
		
		
AT1G74600.1	Gelse_mpi.v2.2_MPIG033130.1	CRO_04G027230.1
		
		
		
		
		
		
		
AT1G74620.1		
		
		CRO_04G027280.1
		
		CRO_04G027290.1
	Gelse_mpi.v2.2_MPIG032770.1	
		
		
AT5G62480.1	Gelse_mpi.v2.2_MPIG033150.1	CRO_04G027310.1
AT1G74590.1	Gelse_mpi.v2.2_MPIG033150.1	CRO_04G027310.1
		
		
		
		
		
		CRO_04G027340.1
		
		
		
		
		
		
AT1G74640.1	Gelse_mpi.v2.2_MPIG033170.2	CRO_04G027350.1
		
		
		
		
		
		
		CRO_04G027360.1
		
		
		
		
		CRO_04G027370.1
		
		
		
AT1G74630.1	Gelse_mpi.v2.2_MPIG033160.1	CRO_04G027380.2
		
		
AT3G47600.1	Gelse_mpi.v2.2_MPIG033180.2	CRO_04G027390.1
AT5G62470.2	Gelse_mpi.v2.2_MPIG033180.2	CRO_04G027390.1
AT1G74650.1	Gelse_mpi.v2.2_MPIG033180.2	CRO_04G027390.1
		
		
AT1G18835.1	Gelse_mpi.v2.2_MPIG033200.1	CRO_04G027400.2
AT1G74660.1	Gelse_mpi.v2.2_MPIG033200.1	CRO_04G027400.2
		
AT1G74670.1	Gelse_mpi.v2.2_MPIG033210.3	CRO_04G027410.1
		
		
		
		
		
		
		
AT1G74680.1	Gelse_mpi.v2.2_MPIG033220.1	CRO_04G027430.2
		
		
		
		
		CRO_04G027450.1
AT3G47560.2		
		CRO_04G027460.1
		
		
		
		
		
AT3G47550.3	Gelse_mpi.v2.2_MPIG033230.3	CRO_04G027470.1
		
		
		
		
		
		
		
		CRO_04G027480.1
		
AT3G47543.1		
		
		
AT5G62440.1	Gelse_mpi.v2.2_MPIG033240.1	CRO_04G027490.4
		
		
		
AT3G47540.2		
		
AT1G18790.1	Gelse_mpi.v2.2_MPIG033250.1	CRO_04G027500.1
AT1G74480.1	Gelse_mpi.v2.2_MPIG033250.1	CRO_04G027500.1
		
		
AT3G47530.1	Gelse_mpi.v2.2_MPIG033260.2	CRO_04G027510.1
		
		
AT3G47520.1		CRO_04G027520.1
		
		
		
		
		
		
		
		
AT1G74470.1	Gelse_mpi.v2.2_MPIG033270.1	CRO_04G027530.1
		
		
		
AT1G74460.1	Gelse_mpi.v2.2_MPIG033280.2	CRO_04G027540.1
		
AT1G18773.1		
AT3G47510.1	Gelse_mpi.v2.2_MPIG033290.1	CRO_04G027550.1
AT1G74458.1	Gelse_mpi.v2.2_MPIG033290.1	CRO_04G027550.1
		
		
AT1G18720.1	Gelse_mpi.v2.2_MPIG033400.2	CRO_04G027660.1
AT1G74440.1	Gelse_mpi.v2.2_MPIG033400.2	CRO_04G027660.1
		
		
		
AT3G47500.1	Gelse_mpi.v2.2_MPIG033300.1	CRO_04G027560.1
AT5G62430.1	Gelse_mpi.v2.2_MPIG033300.1	CRO_04G027560.1
		
		
AT1G18770.1		
		
		
		
AT3G47490.1		CRO_04G027570.1
		
	Gelse_mpi.v2.2_MPIG033320.1	
		
		
AT5G37180.1	Gelse_mpi.v2.1_MPIG041470.1	CRO_04G027580.2
		
		
		
AT3G47480.1	Gelse_mpi.v2.2_MPIG033330.1	CRO_04G027590.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033340.1	
		
		
		
		CRO_04G027600.1
		
		
		
		
		
		
AT1G18750.1	Gelse_mpi.v2.2_MPIG033350.10	
AT3G47470.1	Gelse_mpi.v2.2_MPIG033360.1	CRO_04G027610.1
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033370.1	CRO_04G027620.1
		
AT1G18740.1		
		CRO_04G027630.1
		
		
		
AT5G61440.1	Gelse_mpi.v2.2_MPIG033380.2	CRO_04G027640.1
		
		
		
		
		
		
		
AT1G18730.1	Gelse_mpi.v2.2_MPIG033390.3	CRO_04G027650.4
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033410.1	
		
		
		
		
		
AT1G18710.1		
AT5G61430.1	Gelse_mpi.v2.2_MPIG033430.1	CRO_04G027670.3
		
		
		
		
		
		
AT1G18700.4	Gelse_mpi.v2.2_MPIG033440.1	CRO_04G027680.2
		
		
		CRO_04G027690.1
		
		
		
		
		
		CRO_04G027700.1
		
		
		
		CRO_04G027710.1
		
	Gelse_mpi.v2.2_MPIG033450.2	CRO_04G027720.5
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.2_MPIG033460.1	CRO_04G027730.1
		
	Gelse_mpi.v2.1_MPIG041390.1	CRO_04G027740.1
		
		
		
		
		
		
		
		
		
AT1G65920.1	Gelse_mpi.v2.1_MPIG041400.1	CRO_04G027760.3
		
		
AT1G65910.1		
		
		
	Gelse_mpi.v2.1_MPIG041410.1	
		CRO_04G027770.1
AT1G65907.1		
		
AT1G65900.1	Gelse_mpi.v2.1_MPIG041420.1	CRO_04G027780.2
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG041430.1	CRO_04G027790.1
		
		
		
		
		
		
		
		
AT5G17240.1	Gelse_mpi.v2.1_MPIG041480.4	CRO_04G027800.1
		
		
		
AT5G17230.3	Gelse_mpi.v2.1_MPIG041490.1	CRO_04G027810.4
		
AT3G03190.1	Gelse_mpi.v2.1_MPIG041500.1	CRO_04G027820.1
AT5G17220.1	Gelse_mpi.v2.1_MPIG041500.1	CRO_04G027820.1
		
		
		
		
		
AT1G65890.1	Gelse_mpi.v2.1_MPIG041510.1	CRO_04G027830.1
		
		
AT1G65870.1		
AT1G65860.1		
		
		
	Gelse_mpi.v2.1_MPIG041520.1	CRO_04G027840.1
	Gelse_mpi.v2.1_MPIG041530.5	
AT1G65845.1		
		
AT1G65840.1	Gelse_mpi.v2.1_MPIG041540.1	CRO_04G027850.1
		
		
	Gelse_mpi.v2.1_MPIG041550.1	
		CRO_04G027860.1
		
		
		
	Gelse_mpi.v2.1_MPIG041560.1	CRO_04G027870.2
		
		
AT3G02720.1	Gelse_mpi.v2.1_MPIG041570.2	CRO_04G027880.2
		
		CRO_04G027890.1
		
AT3G02710.1	Gelse_mpi.v2.1_MPIG041590.1	CRO_04G027910.1
	Gelse_mpi.v2.1_MPIG041600.1	
		
	Gelse_mpi.v2.1_MPIG041610.1	
		CRO_04G027920.1
		
		
	Gelse_mpi.v2.1_MPIG041640.1	
		
AT1G65780.1	Gelse_mpi.v2.1_MPIG041650.9	CRO_04G027930.1
		
		
		
	Gelse_mpi.v2.1_MPIG041670.1	
		
		
		
		
	Gelse_mpi.v2.1_MPIG041620.1	
		
	Gelse_mpi.v2.1_MPIG041690.1	
		
AT1G65820.3	Gelse_mpi.v2.1_MPIG041700.1	CRO_04G027950.2
		
AT5G37010.1	Gelse_mpi.v2.1_MPIG041710.2	CRO_04G027960.1
AT1G65710.1	Gelse_mpi.v2.1_MPIG041710.2	CRO_04G027960.1
		
		
		
AT3G02690.1		CRO_04G027970.2
		
		
	Gelse_mpi.v2.1_MPIG041760.1	
		CRO_04G027980.1
AT1G65800.1		
AT5G36970.1		
AT1G65690.1		
		
		
		
		CRO_04G027990.1
		
		
AT3G02680.1	Gelse_mpi.v2.1_MPIG041810.1	CRO_04G028000.1
		
		
		
	Gelse_mpi.v2.1_MPIG041820.2	CRO_04G028010.3
		
		
AT5G36960.1	Gelse_mpi.v2.1_MPIG041830.1	
		
		
		
AT1G65730.1	Gelse_mpi.v2.1_MPIG041870.1	CRO_04G028150.2
		
AT1G65760.1		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG041840.1	
		
		
		
		CRO_04G028080.2
	Gelse_mpi.v2.1_MPIG041880.2	CRO_04G028130.1
AT1G65720.1	Gelse_mpi.v2.1_MPIG041930.1	CRO_04G028090.1
		
		
		
		
		
		
		
AT1G65700.3		
		
		
		
	Gelse_mpi.v2.1_MPIG041860.3	CRO_04G028160.1
		
		CRO_04G028170.1
		CRO_04G028180.1
		
		
	Gelse_mpi.v2.1_MPIG041900.1	
		CRO_04G028220.2
		
		
		
		CRO_04G028240.1
		
		
		CRO_04G028250.1
		
		CRO_04G028260.2
		
		CRO_04G028270.1
		
		
		CRO_04G028280.1
		
		CRO_04G028290.1
		
		CRO_04G028300.1
	Gelse_mpi.v2.1_MPIG041950.1	CRO_04G028390.1
		
		CRO_04G028310.1
	Gelse_mpi.v2.1_MPIG041850.2	CRO_04G028320.3
		
AT3G02700.1	Gelse_mpi.v2.1_MPIG041920.1	CRO_04G028110.1
		CRO_04G028340.4
		
		CRO_04G028350.1
		CRO_04G028360.1
		CRO_04G028370.3
		
		CRO_04G028380.1
		
		
		
		CRO_04G028400.1
	Gelse_mpi.v2.1_MPIG041940.2	CRO_04G028410.2
		
		
		
		
		
		
		
AT5G37020.1	Gelse_mpi.v2.1_MPIG041960.1	CRO_04G028420.2
		
	Gelse_mpi.v2.1_MPIG041970.1	CRO_04G028430.2
		
		
	Gelse_mpi.v2.1_MPIG041980.1	CRO_04G028440.1
		
		
		
		CRO_04G028450.1
AT5G65930.3	Gelse_mpi.v2.1_MPIG041990.3	CRO_04G028460.1
	Gelse_mpi.v2.1_MPIG042000.4	CRO_04G028470.2
		
		
		
	Gelse_mpi.v2.1_MPIG042010.1	CRO_04G028490.1
		
		
		
		
		CRO_04G028500.1
		
		
		
AT3G51500.1	Gelse_mpi.v2.1_MPIG042020.2	CRO_04G028510.2
		
	Gelse_mpi.v2.1_MPIG042030.1	CRO_04G028520.2
		
		
AT3G51510.1	Gelse_mpi.v2.1_MPIG042040.5	CRO_04G028530.2
		
		
		
		
	Gelse_mpi.v2.1_MPIG042050.1	CRO_04G028540.1
	Gelse_mpi.v2.1_MPIG042060.2	CRO_04G028550.1
AT5G65940.1		
		
AT3G51520.1	Gelse_mpi.v2.1_MPIG042070.1	CRO_04G028560.2
	Gelse_mpi.v2.1_MPIG042080.1	
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG042100.1	
		
		
		
		
		
	Gelse_mpi.v2.1_MPIG042110.1	CRO_04G028570.3
		
		
		
		
		
		
		
		
AT5G63870.2	Gelse_mpi.v2.1_MPIG042120.1	CRO_04G028580.2
		
	Gelse_mpi.v2.1_MPIG042130.1	
		CRO_04G028590.4
	Gelse_mpi.v2.1_MPIG042140.1	CRO_04G028600.1
	Gelse_mpi.v2.1_MPIG042150.1	CRO_04G028610.1
		
		
AT4G35460.1	Gelse_mpi.v2.1_MPIG042160.2	CRO_04G028620.2
AT2G17420.1	Gelse_mpi.v2.1_MPIG042160.2	CRO_04G028620.2
		
		
